class_name,class_desc,prereq,coreq
AREC 313,"Analysis of economic data relating to renewable resource sectors including agriculture, food, forestry, and the environment; collection of data, sampling methods, tests of hypotheses, index numbers, analysis of variance, regression, and correlation; time series analysis. Prerequisite: Introductory statistics course.","[['INTRODUCT', 'Y STATISTICS COURSE']]",
AREC 323,"Principles and practical aspects of business management, and their relevance to the managing businesses involved in a variety of industries, including agriculture, environment, food, and forestry. Topics include business planning and organizing, and issues related to the management of financial, physical, and human resources. Prerequisite: ECON 101.",['ECON 101'],
AREC 333,"Application of economic concepts and introduction of management tools related to production decision-making for resource-based businesses. Integration of biophysical and environmental relationships with economic objectives in allocating resources. Introduction to quantitative tools used in applied production management decision-making. Prerequisite: AREC 200, AREC 365, or ECON 281.","['AREC 200', 'AREC 365', ['ECON 281']]",
AREC 365,"Economics of natural resources; resource scarcity, conservation, sustainability, water resource issues, fisheries, forestry, agriculture, recycling, property and tenure institutions, and public resource policy. Not to be taken if credit received for ECON 365. Prerequisite: ECON 101.",['ECON 101'],
AREC 375,"Economic issues in international agriculture including the world food problem, agricultural development; agricultural and food trade and policy and selected agricultural biotechnology issues. Selected international applications and issues are stressed. Not to be taken if credit received for INT D 303. Prerequisite: ECON 101.",['ECON 101'],
AREC 382,"Introduction to concepts in logistics, supply chain management and issues in food systems, distribution and farm-to-plate supply chains. Topics include product differentiation and competition in food retailing, local food innovation and food start-ups, food logistics and online marketing systems, Alberta food landscape and policy. Prerequisite: ECON 101.",['ECON 101'],
AREC 384,"Applications of price and market theories to marketing problems and issues for food and agricultural products. Topics include: market structures and marketing functions; price analysis; futures markets; economics of food safety and quality; and international food marketing. Prerequisite: AREC 200, AREC 365, or ECON 281.","['AREC 200', 'AREC 365', ['ECON 281']]",
AREC 400,"Individual study of a selected topic or problem supervised by a Faculty member, requiring preparation of written reports. Prerequisite: consent of the Department Chair.",['CONSENT OF THE DEPARTMENT CHAIR'],
AREC 410,"Empirical applications of methods used in resource, environmental, agri-food, and forest economics. Involves one or more case study projects that focus on the empirical examination of economic issues in renewable resource management. Prerequisite: AREC 313. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.",['AREC 313'],
AREC 423,"Empirical applications of management research methods with applications to issues in agriculture, fashion, food, environmental and forestry industries. Emphasis is given to integrating economic and business management concepts in the development of professional business plans in areas such as agricultural, fashion, food, and resource industries. Capstone students assess the economic feasibility and analyze risks of business innovation and development strategies. Prerequisite: AREC 313 or MARK 312. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.","[['AREC 313', 'MARK 312']]",
AREC 430,"Examination of the theory and application of economic assessment methods with a focus on the evaluation of environmental, agricultural and natural resource projects, regulatory policy, and planning. Includes case studies of recent project and policy proposals to illustrate the methods used to evaluate economic benefits and costs of such proposals. Applications to estimating private economic benefits. Prerequisite: AREC 200, AREC 365, or ECON 281.","['AREC 200', 'AREC 365', ['ECON 281']]",
AREC 433,"Recent theoretical and empirical developments in finance are applied to natural resource industries including agribusiness, farming, forestry and food. Emphasis on capital budgeting, financial risk, and associated topics for long run investment planning in smaller business enterprises. Prerequisite: AREC 200, AREC 365, ECON 281, or FIN 301.","['AREC 200', 'AREC 365', 'ECON 281', ['FIN 301']]",
AREC 460,"This course introduces concepts and methods employed in the economics of land use and land use change. Topics include: theoretical and empirical analysis of determinants and drivers of land use and land use change; environmental and socioeconomic consequences of land use change; the role of governments in managing land use decisions; and spatial analysis in land use research. Prerequisite: ECON 101 and (AREC 313, ECON 399, or STAT 378).","['ECON 101', '(AREC 313', 'ECON 399', ['STAT 378)']]",
